Airline,Departure Airport,Arrival Airport,Aircraft Type,Departure Planned Time,Departure Time,Arrival Planned Time,Arrival Time,Distance,Number of Containers,Cargo Weight,Freight Load Factor,Cargo Type,Priority Cargo,Special Handling,Temperature-Controlled Freight,Dangerous Goods,Peak Freight Season,Departure Weather Conditions,Delay
EY,ABZ,XMN,A320,15/12/2024 19:06,15/12/2024 19:06,16/12/2024 09:06,16/12/2024 09:06,5468,5,7098,84.78,General Cargo,No,No,Yes,No,No,Clear,No
CV,LHR,CPT,A320,12/12/2024 17:27,12/12/2024 17:27,13/12/2024 04:27,13/12/2024 04:27,6884,15,15202,72.57,General Cargo,Yes,No,Yes,No,No,Clear,No
QR,BHX,IST,A320,06/12/2024 18:55,06/12/2024 20:11,07/12/2024 03:55,07/12/2024 05:11,7219,34,10383,81.77,General Cargo,No,Yes,Yes,Yes,Yes,Fog,Yes
VS,LHR,SCL,B737,18/12/2024 22:50,18/12/2024 22:50,19/12/2024 06:50,19/12/2024 06:50,8706,29,5856,80.05,Pharmaceuticals,Yes,No,No,Yes,Yes,Clear,No
CV,BRS,DXB,A380,19/12/2024 17:53,19/12/2024 17:53,20/12/2024 04:53,20/12/2024 04:53,7405,16,17188,72.93,Electronics,Yes,No,No,Yes,No,Clear,No
UA,ABZ,ORD,B777,13/12/2024 15:35,13/12/2024 15:35,14/12/2024 03:35,14/12/2024 03:35,8935,34,17333,88.42,Perishables,Yes,No,No,No,No,Rain,No
DL,LHR,DEN,B737,21/12/2024 03:57,21/12/2024 03:57,21/12/2024 16:57,21/12/2024 16:57,8716,14,15831,62.06,Pharmaceuticals,No,No,Yes,Yes,Yes,Clear,No
EY,MAN,CPT,A320,09/12/2024 07:27,09/12/2024 08:46,09/12/2024 21:27,09/12/2024 22:46,11644,7,10828,63.4,Electronics,No,No,Yes,Yes,No,Clear,Yes
VS,ABZ,DEN,B737,11/12/2024 17:07,11/12/2024 17:07,12/12/2024 04:07,12/12/2024 04:07,7497,45,7037,64.56,Pharmaceuticals,No,Yes,Yes,Yes,Yes,Clear,No
CV,NCL,ICN,A320,05/12/2024 05:54,05/12/2024 05:54,05/12/2024 13:54,05/12/2024 13:54,9977,27,4771,94.99,General Cargo,Yes,Yes,Yes,Yes,No,Clear,No
EY,LGW,BOM,B737,30/12/2024 10:02,30/12/2024 10:02,30/12/2024 18:02,30/12/2024 18:02,8383,25,16701,78.26,Pharmaceuticals,Yes,Yes,No,Yes,No,Clear,No
EY,BHX,SIN,B737,24/12/2024 13:00,24/12/2024 13:00,24/12/2024 21:00,24/12/2024 21:00,5061,42,19767,80.02,Electronics,Yes,Yes,Yes,No,No,Clear,No
CV,MAN,DXB,A380,11/12/2024 11:31,11/12/2024 11:31,11/12/2024 22:31,11/12/2024 22:31,5786,33,8313,66.02,Pharmaceuticals,No,No,Yes,Yes,Yes,Clear,No
EK,BRS,DEL,A380,31/12/2024 11:17,31/12/2024 12:40,31/12/2024 19:17,31/12/2024 20:40,8006,17,2210,92.73,Perishables,No,No,Yes,No,Yes,Fog,Yes
IB,MAN,VCP,A380,31/12/2024 01:38,31/12/2024 01:38,31/12/2024 14:38,31/12/2024 14:38,9494,20,3649,74.88,Electronics,No,No,Yes,Yes,No,Clear,No
CV,LHR,JNB,A320,12/12/2024 17:41,12/12/2024 18:24,13/12/2024 02:41,13/12/2024 03:24,8692,5,19735,75.72,General Cargo,No,Yes,No,No,Yes,Fog,Yes
BA,NCL,GRU,A380,07/12/2024 08:40,07/12/2024 09:37,07/12/2024 17:40,07/12/2024 18:37,9079,28,16601,85.32,Pharmaceuticals,Yes,Yes,No,No,No,Snow,Yes
SQ,ABZ,DXB,A380,06/12/2024 21:03,06/12/2024 21:03,07/12/2024 07:03,07/12/2024 07:03,9140,39,1722,79.97,Perishables,No,No,Yes,Yes,No,Rain,No
TK,BRS,BJS,B777,31/12/2024 23:19,31/12/2024 23:19,01/01/2025 11:19,01/01/2025 11:19,8318,35,10264,65.31,Pharmaceuticals,Yes,No,Yes,No,Yes,Clear,No
EY,ABZ,SHA,A320,04/12/2024 13:19,04/12/2024 13:19,05/12/2024 02:19,05/12/2024 02:19,7071,15,10861,89.76,Perishables,No,No,No,No,No,Clear,No
TP,ABZ,VCP,A380,28/12/2024 07:50,28/12/2024 07:50,28/12/2024 17:50,28/12/2024 17:50,11683,40,15055,94.67,Electronics,No,No,No,Yes,Yes,Clear,No
EK,NCL,CPT,B777,14/12/2024 08:29,14/12/2024 08:29,14/12/2024 18:29,14/12/2024 18:29,9892,9,14034,80.89,Perishables,Yes,Yes,No,Yes,No,Clear,No
EY,BRS,MCT,A320,24/12/2024 19:26,24/12/2024 19:26,25/12/2024 08:26,25/12/2024 08:26,11394,17,12609,83.31,Perishables,No,Yes,No,Yes,Yes,Clear,No
TK,MAN,NRT,B777,13/12/2024 11:56,13/12/2024 11:56,13/12/2024 20:56,13/12/2024 20:56,7299,34,18767,68.81,Perishables,No,Yes,Yes,Yes,Yes,Rain,No
BA,LHR,ATL,A320,23/12/2024 04:21,23/12/2024 04:21,23/12/2024 14:21,23/12/2024 14:21,10906,43,9326,69.34,Pharmaceuticals,No,No,Yes,No,Yes,Clear,No
DL,MAN,SCL,A320,02/12/2024 16:08,02/12/2024 16:08,03/12/2024 04:08,03/12/2024 04:08,8942,32,8904,93.49,Perishables,Yes,Yes,No,Yes,No,Clear,No
EK,BHX,DEL,B737,31/12/2024 12:54,31/12/2024 12:54,31/12/2024 21:54,31/12/2024 21:54,8928,45,6534,81.76,Electronics,No,Yes,No,Yes,No,Clear,No
AA,LGW,ATL,A380,07/12/2024 04:56,07/12/2024 04:56,07/12/2024 14:56,07/12/2024 14:56,11245,24,4100,63.8,Pharmaceuticals,Yes,No,Yes,No,Yes,Clear,No
TK,ABZ,BOM,B737,04/12/2024 16:14,04/12/2024 16:14,05/12/2024 00:14,05/12/2024 00:14,6363,26,10202,94.71,General Cargo,No,Yes,No,No,Yes,Clear,No
EY,LGW,DXB,B777,30/12/2024 02:29,30/12/2024 02:29,30/12/2024 10:29,30/12/2024 10:29,11573,23,4198,85.11,Perishables,No,No,Yes,No,Yes,Rain,No
GF,LHR,NRT,B737,18/12/2024 21:56,18/12/2024 21:56,19/12/2024 08:56,19/12/2024 08:56,7466,6,18379,73.91,Electronics,No,Yes,No,No,Yes,Clear,No
AC,LGW,YYZ,A380,21/12/2024 04:44,21/12/2024 04:44,21/12/2024 17:44,21/12/2024 17:44,5205,41,9822,88,General Cargo,No,No,No,No,Yes,Rain,No
GF,ABZ,MEL,B777,07/12/2024 15:30,07/12/2024 15:30,08/12/2024 03:30,08/12/2024 03:30,9986,43,10233,69.6,Perishables,No,Yes,No,No,No,Rain,No
CK,LGW,SYD,A320,29/12/2024 20:39,29/12/2024 21:39,30/12/2024 07:39,30/12/2024 08:39,10328,42,2905,76.58,Perishables,Yes,Yes,Yes,Yes,Yes,Snow,Yes
CV,MAN,XMN,A380,17/12/2024 10:58,17/12/2024 10:58,17/12/2024 22:58,17/12/2024 22:58,6116,10,10419,65.08,Pharmaceuticals,No,Yes,No,No,Yes,Rain,No
BA,BHX,ATL,B737,08/12/2024 06:45,08/12/2024 06:45,08/12/2024 16:45,08/12/2024 16:45,6403,28,6630,92.25,Perishables,No,Yes,No,No,Yes,Clear,No
CV,LGW,GRU,B737,27/12/2024 23:24,27/12/2024 23:24,28/12/2024 12:24,28/12/2024 12:24,5810,42,18917,69.97,Pharmaceuticals,Yes,No,No,Yes,No,Clear,No
CK,MAN,BJS,A320,10/12/2024 14:16,10/12/2024 14:16,11/12/2024 03:16,11/12/2024 03:16,9839,47,12365,89.48,Pharmaceuticals,Yes,No,No,Yes,No,Rain,No
QR,BHX,NRT,A320,05/12/2024 22:53,05/12/2024 22:53,06/12/2024 10:53,06/12/2024 10:53,11897,28,17346,77.84,Perishables,Yes,No,No,Yes,Yes,Rain,No
AC,MAN,YYZ,A380,20/12/2024 16:55,20/12/2024 16:55,21/12/2024 00:55,21/12/2024 00:55,10356,26,1932,64.81,Pharmaceuticals,Yes,Yes,No,Yes,Yes,Clear,No
VS,BRS,DFW,A320,31/12/2024 09:00,31/12/2024 09:00,31/12/2024 18:00,31/12/2024 18:00,10885,47,8099,60.56,Perishables,Yes,Yes,No,Yes,Yes,Clear,No
QT,BHX,GRU,A320,26/12/2024 15:57,26/12/2024 15:57,27/12/2024 04:57,27/12/2024 04:57,6043,15,1391,77.27,Electronics,Yes,Yes,No,No,No,Rain,No
EY,BHX,XMN,B737,22/12/2024 00:42,22/12/2024 00:42,22/12/2024 14:42,22/12/2024 14:42,6157,48,2543,74.51,Electronics,Yes,No,Yes,No,Yes,Clear,No
AC,LHR,YYZ,A320,25/12/2024 11:46,25/12/2024 11:46,25/12/2024 23:46,25/12/2024 23:46,6716,41,8870,92.92,General Cargo,Yes,No,No,Yes,Yes,Rain,No
QR,LGW,BOM,B737,04/12/2024 06:15,04/12/2024 06:15,04/12/2024 18:15,04/12/2024 18:15,7881,12,14353,77.43,Pharmaceuticals,Yes,No,No,Yes,Yes,Rain,No
VS,NCL,DFW,B737,15/12/2024 23:17,15/12/2024 23:17,16/12/2024 13:17,16/12/2024 13:17,7871,22,7596,71.24,Pharmaceuticals,Yes,No,Yes,No,No,Rain,No
UA,MAN,ATL,A320,20/12/2024 12:39,20/12/2024 12:39,21/12/2024 01:39,21/12/2024 01:39,5303,47,4772,79.42,Pharmaceuticals,No,Yes,No,Yes,Yes,Clear,No
BA,NCL,BOM,B737,17/12/2024 22:10,17/12/2024 23:01,18/12/2024 06:10,18/12/2024 07:01,11274,43,5698,93.05,Perishables,No,Yes,No,Yes,Yes,Rain,Yes
EY,NCL,MCT,A380,13/12/2024 17:22,13/12/2024 18:16,14/12/2024 04:22,14/12/2024 05:16,9263,16,3240,73.38,General Cargo,Yes,No,Yes,Yes,Yes,Fog,Yes
DL,LGW,ATL,B777,25/12/2024 09:28,25/12/2024 09:28,25/12/2024 17:28,25/12/2024 17:28,8470,32,5201,83.23,Pharmaceuticals,No,No,Yes,Yes,Yes,Clear,No
AC,BHX,YUL,B777,20/12/2024 07:13,20/12/2024 07:13,20/12/2024 17:13,20/12/2024 17:13,11966,49,19152,64.12,Pharmaceuticals,Yes,No,No,Yes,Yes,Rain,No
CK,LHR,DEL,A380,04/12/2024 03:56,04/12/2024 05:54,04/12/2024 13:56,04/12/2024 15:54,10049,21,13006,63.09,General Cargo,No,No,Yes,No,Yes,Snow,Yes
BA,ABZ,LAX,B777,03/12/2024 17:50,03/12/2024 17:50,04/12/2024 02:50,04/12/2024 02:50,6978,42,7872,84.62,Electronics,Yes,Yes,Yes,Yes,No,Clear,No
IB,ABZ,VCP,A320,22/12/2024 15:35,22/12/2024 16:12,22/12/2024 23:35,23/12/2024 00:12,9832,26,13219,62.91,Pharmaceuticals,Yes,No,No,Yes,Yes,Fog,Yes
AC,NCL,YYZ,B777,31/12/2024 18:32,31/12/2024 18:32,01/01/2025 03:32,01/01/2025 03:32,10799,8,9694,94.99,Electronics,No,No,Yes,No,Yes,Clear,No
BA,BHX,CPT,B737,02/12/2024 00:56,02/12/2024 00:56,02/12/2024 14:56,02/12/2024 14:56,8261,26,4560,72.89,Electronics,No,No,No,Yes,No,Rain,No
TK,LHR,SHA,B777,30/12/2024 16:37,30/12/2024 16:37,31/12/2024 01:37,31/12/2024 01:37,7921,19,8023,93.81,Perishables,Yes,Yes,Yes,Yes,Yes,Rain,No
AA,MAN,SCL,A380,06/12/2024 19:21,06/12/2024 19:21,07/12/2024 08:21,07/12/2024 08:21,8445,8,11248,80.3,Perishables,No,Yes,Yes,Yes,Yes,Clear,No
EY,MAN,ICN,A320,30/12/2024 15:22,30/12/2024 16:07,31/12/2024 01:22,31/12/2024 02:07,6057,27,4566,60.44,Perishables,Yes,Yes,No,No,Yes,Fog,Yes
CK,BHX,ICN,A320,08/12/2024 20:13,08/12/2024 20:13,09/12/2024 09:13,09/12/2024 09:13,7774,44,14452,87.35,Pharmaceuticals,Yes,No,Yes,No,Yes,Clear,No
GF,BHX,XMN,A320,11/12/2024 07:05,11/12/2024 07:05,11/12/2024 20:05,11/12/2024 20:05,7876,14,15256,62.9,Perishables,No,No,Yes,Yes,No,Clear,No
SQ,LHR,SYD,B737,11/12/2024 02:29,11/12/2024 02:34,11/12/2024 16:29,11/12/2024 16:34,11549,15,15919,67.54,Electronics,No,Yes,Yes,Yes,No,Fog,Yes
UA,ABZ,DEN,B777,08/12/2024 12:32,08/12/2024 13:33,09/12/2024 00:32,09/12/2024 01:33,7704,26,9863,75.09,General Cargo,Yes,Yes,No,No,No,Clear,Yes
AC,LHR,YYZ,A380,14/12/2024 06:28,14/12/2024 06:36,14/12/2024 19:28,14/12/2024 19:36,8258,45,18734,73.58,Perishables,Yes,No,Yes,No,No,Snow,Yes
TK,LGW,BJS,B777,08/12/2024 23:26,08/12/2024 23:26,09/12/2024 12:26,09/12/2024 12:26,7553,35,9132,93.25,Pharmaceuticals,No,No,Yes,Yes,Yes,Clear,No
VS,NCL,DFW,A380,21/12/2024 12:11,21/12/2024 12:11,22/12/2024 00:11,22/12/2024 00:11,7650,42,8820,67.66,General Cargo,Yes,No,No,Yes,Yes,Clear,No
EK,NCL,CAI,A380,27/12/2024 19:17,27/12/2024 19:17,28/12/2024 09:17,28/12/2024 09:17,9566,5,10512,64.7,Pharmaceuticals,No,Yes,Yes,No,Yes,Rain,No
AC,LHR,YUL,A320,25/12/2024 08:06,25/12/2024 08:06,25/12/2024 16:06,25/12/2024 16:06,7927,20,14185,76.64,General Cargo,No,No,Yes,Yes,Yes,Clear,No
BA,LGW,SHA,B777,07/12/2024 21:28,07/12/2024 21:28,08/12/2024 10:28,08/12/2024 10:28,11737,20,17709,65.09,Perishables,Yes,Yes,Yes,No,No,Clear,No
BA,BHX,CAI,A320,30/12/2024 12:42,30/12/2024 12:42,31/12/2024 00:42,31/12/2024 00:42,6378,8,11079,92.02,General Cargo,No,Yes,Yes,Yes,Yes,Clear,No
GF,BRS,NRT,A320,19/12/2024 12:31,19/12/2024 13:57,19/12/2024 21:31,19/12/2024 22:57,7867,27,6917,82.14,Perishables,Yes,No,Yes,No,Yes,Snow,Yes
AC,BRS,YUL,B777,12/12/2024 03:31,12/12/2024 03:31,12/12/2024 13:31,12/12/2024 13:31,9606,20,15198,64.12,Electronics,Yes,No,No,No,No,Rain,No
AA,BHX,LAX,B737,26/12/2024 17:46,26/12/2024 17:46,27/12/2024 01:46,27/12/2024 01:46,7678,42,13206,60.7,Electronics,Yes,Yes,No,No,Yes,Rain,No
EK,BHX,DEL,B777,28/12/2024 00:07,28/12/2024 00:07,28/12/2024 14:07,28/12/2024 14:07,5097,23,7173,83.96,Pharmaceuticals,Yes,Yes,Yes,Yes,No,Clear,No
UA,NCL,LAX,A380,21/12/2024 23:55,21/12/2024 23:55,22/12/2024 09:55,22/12/2024 09:55,5183,17,3388,76.67,General Cargo,Yes,No,No,No,Yes,Clear,No
GF,NCL,SYD,A380,30/12/2024 13:29,30/12/2024 13:41,31/12/2024 01:29,31/12/2024 01:41,8509,15,17785,72.91,Perishables,Yes,No,Yes,No,No,Clear,Yes
SQ,NCL,CAI,B737,24/12/2024 04:03,24/12/2024 04:03,24/12/2024 14:03,24/12/2024 14:03,10853,44,1559,86.81,General Cargo,Yes,Yes,No,Yes,Yes,Clear,No
AA,MAN,ORD,B737,05/12/2024 04:20,05/12/2024 04:20,05/12/2024 13:20,05/12/2024 13:20,8282,36,16929,62.53,Perishables,No,Yes,No,Yes,Yes,Clear,No
TP,LGW,VCP,A380,05/12/2024 04:57,05/12/2024 06:34,05/12/2024 18:57,05/12/2024 20:34,10977,5,5915,62.59,Electronics,Yes,Yes,No,Yes,No,Rain,Yes
CV,BRS,SIN,B777,04/12/2024 17:04,04/12/2024 17:04,05/12/2024 06:04,05/12/2024 06:04,6521,10,17824,68.18,Electronics,Yes,No,No,No,Yes,Rain,No
EY,BRS,DEL,A320,18/12/2024 03:51,18/12/2024 03:51,18/12/2024 16:51,18/12/2024 16:51,8525,39,1744,65.5,Perishables,Yes,Yes,No,No,No,Clear,No
TK,LHR,BKK,A380,05/12/2024 14:35,05/12/2024 14:35,06/12/2024 00:35,06/12/2024 00:35,11675,26,11014,79.69,Pharmaceuticals,No,No,No,No,Yes,Clear,No
EY,ABZ,BOM,A320,27/12/2024 03:52,27/12/2024 05:02,27/12/2024 11:52,27/12/2024 13:02,6624,19,9545,72.7,General Cargo,No,No,No,Yes,Yes,Clear,Yes
EY,MAN,IST,A320,21/12/2024 12:58,21/12/2024 12:58,22/12/2024 01:58,22/12/2024 01:58,7781,14,16775,81.75,Electronics,Yes,No,Yes,Yes,Yes,Clear,No
TK,MAN,BOM,B777,29/12/2024 06:34,29/12/2024 06:34,29/12/2024 19:34,29/12/2024 19:34,10361,34,12391,82.86,Electronics,Yes,Yes,Yes,No,No,Clear,No
QR,MAN,SIN,A320,27/12/2024 09:22,27/12/2024 09:22,27/12/2024 17:22,27/12/2024 17:22,10458,15,1003,79.13,Electronics,Yes,Yes,Yes,No,Yes,Rain,No
CX,NCL,CAI,A380,11/12/2024 16:57,11/12/2024 16:57,12/12/2024 06:57,12/12/2024 06:57,6750,6,10336,62.83,General Cargo,No,No,No,Yes,No,Clear,No
TK,NCL,JNB,A380,28/12/2024 17:26,28/12/2024 17:26,29/12/2024 07:26,29/12/2024 07:26,6663,37,16113,90.86,Perishables,No,Yes,Yes,Yes,Yes,Clear,No
AC,LGW,YUL,A380,28/12/2024 14:08,28/12/2024 14:08,29/12/2024 03:08,29/12/2024 03:08,11119,30,9982,68.28,Electronics,Yes,Yes,No,Yes,Yes,Clear,No
GF,ABZ,SIN,B777,18/12/2024 00:49,18/12/2024 00:49,18/12/2024 13:49,18/12/2024 13:49,11409,38,13104,68.18,Perishables,No,Yes,No,No,Yes,Clear,No
AC,LHR,YUL,B737,29/12/2024 18:31,29/12/2024 18:31,30/12/2024 04:31,30/12/2024 04:31,8349,19,5211,62.67,Electronics,Yes,No,No,No,No,Rain,No
QR,LHR,CAI,A320,05/12/2024 11:06,05/12/2024 11:33,05/12/2024 22:06,05/12/2024 22:33,5368,36,5909,85.55,Pharmaceuticals,No,No,Yes,No,Yes,Fog,Yes
AA,LHR,DEN,A320,01/12/2024 10:21,01/12/2024 10:21,01/12/2024 22:21,01/12/2024 22:21,8128,25,7022,70.22,Electronics,Yes,Yes,No,No,Yes,Rain,No
EK,BHX,SIN,B737,12/12/2024 01:41,12/12/2024 01:41,12/12/2024 09:41,12/12/2024 09:41,10497,26,18664,68.99,Pharmaceuticals,Yes,No,No,Yes,No,Rain,No
BA,LGW,ORD,B737,07/12/2024 20:05,07/12/2024 20:05,08/12/2024 04:05,08/12/2024 04:05,6095,48,3300,82.52,Pharmaceuticals,Yes,Yes,No,No,No,Clear,No
BA,NCL,BOM,B737,24/12/2024 06:47,24/12/2024 06:47,24/12/2024 20:47,24/12/2024 20:47,11600,20,3433,84.8,Perishables,Yes,Yes,No,Yes,No,Clear,No
TK,LHR,CAI,A320,12/12/2024 10:51,12/12/2024 10:51,12/12/2024 19:51,12/12/2024 19:51,8781,46,19701,76.98,Pharmaceuticals,Yes,No,Yes,No,No,Rain,No
SQ,ABZ,MEL,B737,31/12/2024 12:54,31/12/2024 12:54,31/12/2024 21:54,31/12/2024 21:54,10595,8,2485,64.03,General Cargo,No,No,No,No,Yes,Clear,No
CV,MAN,SYD,A380,10/12/2024 23:11,10/12/2024 23:11,11/12/2024 11:11,11/12/2024 11:11,11307,49,4128,86.6,Electronics,Yes,No,No,Yes,Yes,Rain,No
LH,LGW,VCP,A320,19/12/2024 08:09,19/12/2024 08:09,19/12/2024 19:09,19/12/2024 19:09,9652,34,10663,75.03,Electronics,No,Yes,No,Yes,Yes,Clear,No
CX,NCL,MEL,A380,27/12/2024 13:51,27/12/2024 13:51,28/12/2024 02:51,28/12/2024 02:51,10456,41,19645,67.32,General Cargo,Yes,No,No,Yes,No,Clear,No
AC,BHX,YYZ,A380,26/12/2024 08:26,26/12/2024 08:26,26/12/2024 19:26,26/12/2024 19:26,7967,18,18928,88.66,Perishables,No,No,No,Yes,Yes,Clear,No
CV,LGW,MCT,A320,18/12/2024 00:43,18/12/2024 01:31,18/12/2024 08:43,18/12/2024 09:31,6881,5,4583,89.72,Perishables,No,Yes,No,No,Yes,Fog,Yes
QR,MAN,SIN,A380,17/12/2024 11:14,17/12/2024 11:14,18/12/2024 00:14,18/12/2024 00:14,7222,19,12314,93.23,Electronics,Yes,No,No,Yes,No,Clear,No
QR,MAN,ICN,A320,21/12/2024 10:15,21/12/2024 10:15,21/12/2024 18:15,21/12/2024 18:15,11346,35,8344,94.74,General Cargo,Yes,Yes,Yes,No,Yes,Clear,No
CV,LGW,SYD,A320,11/12/2024 04:11,11/12/2024 04:11,11/12/2024 15:11,11/12/2024 15:11,7866,13,5763,89.07,Pharmaceuticals,No,Yes,No,No,Yes,Clear,No
EK,NCL,JNB,A320,03/12/2024 01:25,03/12/2024 01:25,03/12/2024 11:25,03/12/2024 11:25,11229,36,17257,78.19,Pharmaceuticals,Yes,Yes,Yes,No,Yes,Clear,No
LH,BHX,VCP,A380,28/12/2024 13:14,28/12/2024 13:14,28/12/2024 23:14,28/12/2024 23:14,10479,22,2653,71.42,General Cargo,Yes,Yes,Yes,Yes,Yes,Clear,No
BA,NCL,MCT,A380,20/12/2024 05:40,20/12/2024 05:40,20/12/2024 14:40,20/12/2024 14:40,10173,10,2958,69.47,General Cargo,Yes,Yes,No,Yes,Yes,Clear,No
GF,NCL,XMN,B777,23/12/2024 15:22,23/12/2024 15:22,24/12/2024 02:22,24/12/2024 02:22,7365,44,18319,60.58,Pharmaceuticals,Yes,No,No,No,No,Rain,No
EY,LHR,XMN,A320,15/12/2024 02:05,15/12/2024 02:05,15/12/2024 13:05,15/12/2024 13:05,6296,24,2647,85.79,Electronics,Yes,No,No,Yes,Yes,Rain,No
SQ,BRS,MEL,B737,17/12/2024 20:54,17/12/2024 20:54,18/12/2024 08:54,18/12/2024 08:54,9838,41,10002,81.85,General Cargo,No,Yes,No,No,No,Clear,No
BA,BRS,SCL,B737,01/12/2024 16:36,01/12/2024 16:36,02/12/2024 00:36,02/12/2024 00:36,11082,39,8688,65.02,General Cargo,No,No,No,Yes,Yes,Clear,No
AC,LHR,YUL,A320,13/12/2024 14:30,13/12/2024 14:30,14/12/2024 04:30,14/12/2024 04:30,5201,27,9662,87,Perishables,Yes,Yes,Yes,Yes,Yes,Rain,No
GF,ABZ,ICN,A380,28/12/2024 13:51,28/12/2024 14:48,29/12/2024 00:51,29/12/2024 01:48,8790,41,7521,80.44,Pharmaceuticals,No,Yes,Yes,No,No,Rain,Yes
AA,BHX,LAX,A320,03/12/2024 01:13,03/12/2024 01:13,03/12/2024 12:13,03/12/2024 12:13,8965,48,17037,75.53,Pharmaceuticals,No,Yes,No,Yes,Yes,Rain,No
GF,MAN,DXB,A380,17/12/2024 23:30,18/12/2024 00:33,18/12/2024 08:30,18/12/2024 09:33,5724,42,10369,70.51,Pharmaceuticals,No,Yes,No,Yes,No,Rain,Yes
QT,ABZ,GRU,A380,19/12/2024 05:24,19/12/2024 05:24,19/12/2024 15:24,19/12/2024 15:24,8439,11,10656,65.81,Perishables,Yes,Yes,No,Yes,Yes,Clear,No
TK,NCL,NRT,A320,09/12/2024 06:45,09/12/2024 06:45,09/12/2024 20:45,09/12/2024 20:45,5395,21,9299,88.1,Perishables,No,No,No,No,No,Clear,No
BA,LGW,SIN,A320,15/12/2024 23:33,15/12/2024 23:33,16/12/2024 11:33,16/12/2024 11:33,8158,39,12151,81.15,Perishables,Yes,Yes,No,No,No,Clear,No
QR,NCL,BJS,B737,03/12/2024 06:53,03/12/2024 06:58,03/12/2024 14:53,03/12/2024 14:58,9167,37,5527,88.92,Pharmaceuticals,No,No,No,No,No,Fog,Yes
VS,LHR,SCL,A380,18/12/2024 02:10,18/12/2024 02:10,18/12/2024 13:10,18/12/2024 13:10,10270,5,15526,78.2,Perishables,Yes,No,No,No,No,Rain,No
EK,BHX,NRT,A320,18/12/2024 19:08,18/12/2024 19:08,19/12/2024 05:08,19/12/2024 05:08,11032,18,15353,91.76,Perishables,No,Yes,No,Yes,No,Rain,No
QR,MAN,BKK,B777,15/12/2024 07:13,15/12/2024 07:13,15/12/2024 15:13,15/12/2024 15:13,7418,30,11512,61.39,Pharmaceuticals,No,Yes,No,No,No,Rain,No
AC,LHR,YUL,B737,24/12/2024 06:13,24/12/2024 07:58,24/12/2024 19:13,24/12/2024 20:58,11584,45,18241,79.74,Perishables,No,No,No,No,Yes,Fog,Yes
BA,MAN,SYD,A320,14/12/2024 08:59,14/12/2024 08:59,14/12/2024 21:59,14/12/2024 21:59,8392,31,14486,93.02,Electronics,Yes,No,Yes,Yes,No,Clear,No
CV,MAN,GRU,A320,17/12/2024 05:14,17/12/2024 06:48,17/12/2024 16:14,17/12/2024 17:48,9296,48,14713,73.38,General Cargo,No,No,Yes,Yes,Yes,Snow,Yes
AC,LGW,YUL,B737,15/12/2024 09:16,15/12/2024 09:16,15/12/2024 23:16,15/12/2024 23:16,6342,15,2844,77.51,Pharmaceuticals,No,Yes,No,No,Yes,Clear,No
BA,MAN,SCL,B777,14/12/2024 10:29,14/12/2024 11:59,14/12/2024 22:29,14/12/2024 23:59,8231,34,19013,72.97,General Cargo,No,No,Yes,No,No,Fog,Yes
BA,ABZ,DEN,B777,10/12/2024 08:17,10/12/2024 08:17,10/12/2024 21:17,10/12/2024 21:17,10897,44,6782,64.45,General Cargo,Yes,Yes,Yes,No,Yes,Clear,No
UA,LGW,DFW,B777,08/12/2024 05:55,08/12/2024 05:55,08/12/2024 14:55,08/12/2024 14:55,7474,36,3377,87.47,Perishables,No,Yes,Yes,No,No,Clear,No
SQ,BHX,DXB,B737,17/12/2024 11:04,17/12/2024 11:37,18/12/2024 00:04,18/12/2024 00:37,6299,6,9337,62.76,General Cargo,No,Yes,Yes,Yes,Yes,Fog,Yes
VS,BHX,SCL,A380,23/12/2024 18:17,23/12/2024 18:17,24/12/2024 04:17,24/12/2024 04:17,7052,17,7305,60.18,General Cargo,Yes,Yes,No,No,Yes,Clear,No
VS,BHX,LAX,B737,13/12/2024 21:28,13/12/2024 21:28,14/12/2024 07:28,14/12/2024 07:28,7413,48,8235,78.02,Pharmaceuticals,Yes,Yes,Yes,No,Yes,Clear,No
EY,ABZ,BKK,A380,26/12/2024 01:07,26/12/2024 01:07,26/12/2024 13:07,26/12/2024 13:07,6025,31,18452,77.82,Pharmaceuticals,Yes,No,No,Yes,No,Clear,No
QR,LHR,SHA,B777,06/12/2024 13:54,06/12/2024 13:54,07/12/2024 02:54,07/12/2024 02:54,5950,25,3744,71.72,Electronics,No,No,Yes,Yes,Yes,Clear,No
QR,LGW,SIN,A380,29/12/2024 10:32,29/12/2024 11:36,29/12/2024 20:32,29/12/2024 21:36,11495,24,18488,85.66,Electronics,No,Yes,No,Yes,Yes,Clear,Yes
QR,LGW,SYD,B777,13/12/2024 03:51,13/12/2024 03:51,13/12/2024 12:51,13/12/2024 12:51,11986,46,19484,87.49,Electronics,Yes,No,Yes,Yes,Yes,Clear,No
BA,ABZ,ATL,A380,06/12/2024 09:36,06/12/2024 09:36,06/12/2024 17:36,06/12/2024 17:36,11874,6,16668,60.42,Pharmaceuticals,Yes,No,No,No,Yes,Clear,No
AC,MAN,YYZ,A320,24/12/2024 18:03,24/12/2024 18:03,25/12/2024 02:03,25/12/2024 02:03,5746,42,5908,71.77,General Cargo,No,Yes,Yes,Yes,No,Clear,No
